ID,Response
51611,0.12382804
51612,0.99998903
51613,0.9996712
51614,0.020142687
51615,0.00027762644
51616,0.13963294
51617,0.9037132
51618,0.045824062
51619,0.95746726
51620,0.0023259192
51621,0.48896503
51622,0.40346494
51623,1.7225886e-09
51624,1.9914067e-05
51625,3.220753e-06
51626,0.5918413
51627,0.17995547
51628,0.0023369684
51629,0.041774157
51630,0.032088123
51631,0.3351489
51632,0.9936319
51633,0.73192734
51634,0.2541881
51635,0.7202917
51636,0.7827668
51637,0.88278824
51638,0.016182778
51639,3.898313e-06
51640,0.99077517
51641,0.0005896729
51642,0.55839556
51643,0.0052054776
51644,0.491408
51645,0.6461994
51646,0.0033564284
51647,0.004594856
51648,0.5763341
51649,8.321902e-05
51650,0.120816216
51651,0.00046455854
51652,0.095657155
51653,0.00292298
51654,0.6040997
51655,0.9891936
51656,0.0010539
51657,0.85047555
51658,4.523162e-07
51659,0.008888839
51660,0.811251
51661,0.00011878434
51662,0.99996734
51663,0.0032590881
51664,0.07120087
51665,7.21179e-08
51666,0.6377881
51667,0.7532304
51668,6.611508e-25
51669,0.26538616
51670,0.00045625132
51671,0.017717078
51672,0.9700228
51673,0.4860204
51674,0.00022376257
51675,1.7106347e-09
51676,0.9713165
51677,3.0155414e-29
51678,0.0003735735
51679,2.0645404e-05
51680,0.9715235
51681,0.7208166
51682,2.1689949e-14
51683,0.0052034957
51684,0.00077011087
51685,0.7267104
51686,0.7969815
51687,0.00015961715
51688,0.6515659
51689,0.819242
51690,0.020791493
51691,1.0082231e-09
51692,0.0025921157
51693,0.96402365
51694,0.007889603
51695,0.00092778844
51696,0.99923205
51697,0.92917687
51698,0.002761974
51699,0.9341441
51700,2.0070986e-06
51701,0.9379502
51702,0.00055621157
51703,0.5502797
51704,0.6507187
51705,2.2779024e-05
51706,0.0009989353
51707,0.0071490076
51708,0.015118469
51709,1.6736575e-14
51710,3.134199e-27
51711,0.9614056
51712,0.5902288
51713,0.986166
51714,0.43215907
51715,0.035944473
51716,0.43048877
51717,0.025821328
51718,0.11362756
51719,0.010264053
51720,0.9997706
51721,0.024134869
51722,0.0012928211
51723,3.613783e-05
51724,1.03876516e-07
51725,4.3259356e-06
51726,0.0037235585
51727,0.0005249037
51728,0.048412025
51729,0.006572295
51730,0.46190265
51731,0.11227442
51732,0.0028399713
51733,0.027829168
51734,1.7220598e-05
51735,2.7754717e-11
51736,0.9798421
51737,2.477454e-07
51738,0.044023015
51739,0.84581584
51740,0.9492655
51741,0.00016790566
51742,0.9999999
51743,0.9950525
51744,1.5122393e-11
51745,0.28561735
51746,2.3473935e-05
51747,2.5655137e-07
51748,1.8770214e-06
51749,7.33354e-15
51750,9.987763e-08
51751,0.0031435217
51752,0.6438255
51753,2.7061712e-06
51754,0.2306635
51755,0.6453259
51756,0.00022713495
51757,0.03208102
51758,0.007516484
51759,0.00024257213
51760,0.029643783
51761,0.9823943
51762,0.02992755
51763,0.14762224
51764,0.014071365
51765,0.7517072
51766,0.36014384
51767,0.00019985963
51768,0.006543622
51769,1.8138275e-05
51770,0.7535706
51771,0.6307949
51772,0.15143101
51773,0.101803
51774,0.00010713501
51775,0.00053576956
51776,0.4889245
51777,0.36230403
51778,1.2260034e-05
51779,0.14995776
51780,0.047796875
51781,6.141472e-05
51782,0.00547393
51783,0.15914331
51784,0.9246611
51785,5.2989504e-05
51786,0.07305691
51787,0.29412475
51788,0.00021930922
51789,0.00024129143
51790,0.57174426
51791,0.7321155
51792,9.352319e-06
51793,0.1119293
51794,0.00037859296
51795,0.6595589
51796,0.043398935
51797,0.10117995
51798,0.3765688
51799,0.00033365644
51800,0.7449642
51801,0.018041445
51802,0.0056631747
51803,0.41895872
51804,0.0010767797
51805,0.72407156
51806,0.735921
51807,0.59203887
51808,0.0009349038
51809,0.22721547
51810,0.5854441
51811,0.00011197124
51812,0.0011253845
51813,0.5571364
51814,0.530565
51815,0.48274738
51816,0.009152331
51817,0.98553395
51818,7.890274e-17
51819,0.00759509
51820,0.003255716
51821,0.028880963
51822,0.014445185
51823,0.11557267
51824,1.1597782e-07
51825,1.0
51826,0.0006218689
51827,0.0024562865
51828,0.107054755
51829,0.79389787
51830,0.048208963
51831,0.50461715
51832,0.048796732
51833,0.086136654
51834,0.0013194053
51835,1.6200528e-10
51836,0.0021490608
51837,1.0562585e-12
51838,0.03165383
51839,0.006118758
51840,0.9126905
51841,0.84832627
51842,0.020740109
51843,0.018468263
51844,0.23999977
51845,9.271323e-07
51846,0.34765837
51847,0.05034969
51848,0.27543917
51849,0.02390879
51850,0.0006626933
51851,0.7769396
51852,7.5613696e-11
51853,0.061422706
51854,0.030866858
51855,0.0036377285
51856,0.63250434
51857,1.1393295e-07
51858,0.9993204
51859,2.8589484e-10
51860,0.7868064
51861,0.44466394
51862,0.4551481
51863,8.583228e-05
51864,0.93110585
51865,0.0010034135
51866,0.020489685
51867,3.9414383e-07
51868,0.021730872
51869,1.6033462e-07
51870,0.8553186
51871,9.229983e-07
51872,0.00024938703
51873,0.1855106
51874,0.003604377
51875,0.72844857
51876,0.009561688
51877,0.09899217
51878,0.96799713
51879,0.65373397
51880,0.90397835
51881,0.06461731
51882,0.02188638
51883,0.0026978285
51884,0.009209822
51885,0.012481816
51886,0.39790845
51887,0.09895199
51888,0.004717552
51889,0.00076517777
51890,0.10256662
51891,0.96596855
51892,0.87197626
51893,2.3835356e-20
51894,0.9793464
51895,0.040986493
51896,0.5580867
51897,0.00018046437
51898,0.027808158
51899,0.45904168
51900,0.7617005
51901,0.00068377046
51902,0.5156964
51903,0.032724135
51904,0.9348064
51905,0.82014406
51906,0.049418315
51907,0.8751301
51908,0.54101443
51909,0.6972893
51910,0.0015761034
51911,3.9810577e-05
51912,3.853709e-06
51913,2.205137e-07
51914,0.54689586
51915,0.0055387383
51916,2.6495748e-12
51917,0.093804836
51918,0.025289956
51919,2.7236993e-08
51920,0.8549069
51921,0.7420584
51922,0.90268284
51923,1.1832715e-06
51924,0.2561202
51925,8.186331e-06
51926,0.008292656
51927,0.9955863
51928,0.99055976
51929,2.223808e-07
51930,0.99701107
51931,0.03161939
51932,0.0015601164
51933,0.009295972
51934,0.00077549974
51935,0.008498982
51936,2.716672e-05
51937,0.005007872
51938,0.00034322505
51939,0.665058
51940,0.10109481
51941,0.0016435854
51942,0.9930507
51943,3.6210854e-11
51944,0.34943303
51945,6.482583e-05
51946,5.568536e-12
51947,0.99999213
51948,0.9999974
51949,0.5631759
51950,1.40751695e-08
51951,0.55200034
51952,0.00013204738
51953,0.0123954415
51954,0.0013016013
51955,0.032257177
51956,0.5519375
51957,0.9994143
51958,0.0011241629
51959,0.9980385
51960,1.0840456e-15
51961,0.3377715
51962,0.19483855
51963,4.1843262e-07
51964,0.8612621
51965,0.00021805048
51966,0.63768506
51967,0.9994246
51968,0.51015425
51969,0.13169816
51970,0.44330478
51971,0.052050494
51972,0.99587506
51973,0.003099299
51974,0.9454196
51975,0.00010211224
51976,0.13839035
51977,1.3669043e-05
51978,0.44846517
51979,0.9690258
51980,0.12807597
51981,0.9301967
51982,0.0001432753
51983,0.42773664
51984,0.9939414
51985,4.778288e-09
51986,0.60270935
51987,0.0011202791
51988,0.6597705
51989,0.031573158
51990,0.09625181
51991,0.8308905
51992,0.80082375
51993,0.82744324
51994,0.042012684
51995,0.5771007
51996,0.0022902961
51997,0.99990463
51998,6.308592e-09
51999,0.0039321594
52000,0.072098486
52001,0.00023209081
52002,0.06974116
52003,0.17910436
52004,0.04502944
52005,0.9965661
52006,9.664063e-10
52007,0.0039795646
52008,2.407355e-05
52009,0.9816363
52010,0.2762539
52011,0.99990094
52012,0.82260126
52013,0.43129233
52014,0.00018084868
52015,0.18300249
52016,0.04571571
52017,8.059045e-09
52018,0.9938187
52019,0.063443504
52020,0.011699867
52021,0.49156225
52022,0.027971068
52023,4.665299e-18
52024,0.07539136
52025,3.9556167e-09
52026,0.0005091784
52027,0.0031614753
52028,0.0052566365
52029,0.3318956
52030,0.15252756
52031,6.7984854e-07
52032,0.017740162
52033,0.90958524
52034,2.2683438e-11
52035,0.9983022
52036,0.98817784
52037,0.07582519
52038,7.090068e-14
52039,0.1756787
52040,0.8868673
52041,0.97844005
52042,8.009488e-05
52043,3.717975e-11
52044,0.78565896
52045,0.04112395
52046,0.9177128
52047,0.04935898
52048,0.0021793593
52049,0.9991961
52050,0.97269285
52051,0.49636143
52052,0.90944105
52053,1.7971247e-10
52054,2.1921725e-15
52055,0.013033597
52056,0.2440029
52057,7.1594804e-05
52058,0.7859425
52059,0.00013392042
52060,8.264509e-07
52061,0.87781745
52062,0.99658465
52063,0.03411386
52064,0.99287593
52065,0.88179725
52066,0.19889674
52067,0.0005762157
52068,0.000117431315
52069,0.7067527
52070,0.48586404
52071,0.5677935
52072,0.0014744842
52073,0.033411343
52074,7.644225e-08
52075,0.49056688
52076,1.4897273e-07
52077,0.20882796
52078,0.522347
52079,0.0006046397
52080,0.00017142681
52081,5.048376e-05
52082,0.661031
52083,0.07895045
52084,0.21642311
52085,0.00046903265
52086,3.9899948e-07
52087,0.019172246
52088,0.08364377
52089,0.3896477
52090,0.8787697
52091,0.07534882
52092,0.116423205
52093,0.006382485
52094,1.8028178e-09
52095,5.15189e-05
52096,0.088407815
52097,0.7222078
52098,0.6239278
52099,0.00021090134
52100,0.049468916
52101,3.3840138e-08
52102,0.9759527
52103,0.007519789
52104,0.37426367
52105,0.5826824
52106,0.33326402
52107,0.7813489
52108,0.046026655
52109,0.8443507
52110,0.9901946
52111,0.02283523
52112,0.7885429
52113,0.7985931
52114,1.0668565e-07
52115,0.086531565
52116,0.00060274894
52117,0.42120233
52118,0.49341053
52119,4.3857394e-17
52120,0.16014615
52121,4.6940993e-12
52122,2.4097875e-07
52123,3.3068434e-10
52124,0.017527925
52125,0.04099751
52126,5.444894e-06
52127,0.06776915
52128,6.364843e-05
52129,0.0038326345
52130,0.65685874
52131,1.8765371e-09
52132,5.557915e-07
52133,5.2057425e-09
52134,0.00960663
52135,0.00025655422
52136,0.80658317
52137,0.49654394
52138,0.6773645
52139,0.0047440534
52140,5.3525975e-05
52141,0.025314672
52142,9.2783284e-07
52143,0.15005282
52144,2.501231e-10
52145,0.30304
52146,0.45443153
52147,0.6453259
52148,0.00084901624
52149,0.9952905
52150,0.0019505807
52151,0.884843
52152,5.1263868e-08
52153,0.11224235
52154,0.9749784
52155,5.8524443e-18
52156,0.0062876493
52157,0.06707647
52158,0.47028688
52159,0.07964952
52160,0.7457514
52161,0.024765583
52162,0.0037465985
52163,0.99361587
52164,0.73976916
52165,7.569362e-05
52166,0.22381051
52167,0.00012211497
52168,0.28181118
52169,0.8234065
52170,0.084348865
52171,0.8634441
52172,0.00044698166
52173,0.11256335
52174,4.9660943e-05
52175,0.77922803
52176,0.8316972
52177,0.00071227935
52178,0.018358897
52179,0.053300865
52180,3.2356416e-05
52181,0.93299174
52182,0.9707089
52183,0.11811666
52184,0.5068309
52185,0.44613495
52186,0.48076206
52187,0.83419746
52188,7.685372e-05
52189,0.02028024
52190,3.4359593e-05
52191,0.29595497
52192,4.747096e-08
52193,0.027760306
52194,0.9481665
52195,0.5007533
52196,0.8049284
52197,8.487169e-06
52198,2.6421929e-11
52199,1.8883256e-19
52200,0.121831276
52201,1.8090768e-05
52202,0.10018342
52203,0.84012693
52204,0.09913155
52205,0.00456103
52206,1.1321044e-05
52207,0.058832146
52208,0.38102394
52209,0.418654
52210,0.9997255
52211,0.6453259
52212,0.10394277
52213,2.4142317e-13
52214,8.4141626e-05
52215,6.55741e-05
52216,0.815209
52217,0.0046411986
52218,0.0008586293
52219,0.25498366
52220,0.9566155
52221,0.00322717
52222,0.19861874
52223,0.51469916
52224,2.706507e-07
52225,1.8254724e-08
52226,0.4053231
52227,1.0
52228,1.32534005e-05
52229,0.34269327
52230,0.6705057
52231,3.0510139e-09
52232,0.08579797
52233,0.0027179008
52234,0.0409105
52235,0.5746042
52236,0.87120426
52237,0.008392382
52238,0.04060312
52239,6.123609e-10
52240,0.91292953
52241,1.0929857e-07
52242,0.5046534
52243,0.50651294
52244,0.9872227
52245,0.6433869
52246,0.018584559
52247,0.9990694
52248,0.033830583
52249,0.0001902803
52250,0.018792149
52251,0.6225056
52252,0.8989827
52253,6.5736334e-05
52254,0.0020815975
52255,0.028859407
52256,0.8207478
52257,9.654865e-05
52258,8.13059e-05
52259,0.0014691525
52260,4.6429126e-05
52261,1.0828265e-07
52262,0.40545985
52263,0.032361202
52264,8.996625e-12
52265,4.150253e-09
52266,0.02568631
52267,0.9997714
52268,0.15528351
52269,0.0607779
52270,0.9882658
52271,0.6013441
52272,0.012223012
52273,5.1985074e-07
52274,3.640645e-07
52275,0.0053576366
52276,0.6381106
52277,2.0428218e-16
52278,0.9212406
52279,0.05662444
52280,8.713806e-09
52281,0.14340094
52282,6.1108894e-06
52283,0.0005302434
52284,0.024629945
52285,1.4305002e-12
52286,0.00605555
52287,0.16372101
52288,0.00091976393
52289,0.09986284
52290,0.017375235
52291,0.00037856822
52292,0.00029373582
52293,0.00031334988
52294,0.00037959244
52295,0.6916846
52296,0.0900002
52297,0.0133967055
52298,0.0027195557
52299,0.028963972
52300,0.7069618
52301,1.0998207e-13
52302,5.0231956e-09
52303,8.746402e-07
52304,1.0360084e-27
52305,3.294247e-05
52306,8.484227e-07
52307,0.013641729
52308,0.024134688
52309,0.33867976
52310,0.22473092
52311,1.4099861e-05
52312,0.54306406
52313,0.98615974
52314,0.008344485
52315,0.569845
52316,0.5269093
52317,0.017794218
52318,0.5419271
52319,5.4240704e-06
52320,0.364373
52321,0.34481886
52322,0.00017181168
52323,8.094921e-21
52324,0.020235017
52325,0.088199824
52326,0.017581766
52327,0.075514905
52328,0.3235598
52329,0.00022369261
52330,0.53547466
52331,0.0034146574
52332,0.016023884
